,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
2008,zooshay,Q: ok imma start asking u stuff since ur sleep and im bord =p  Miss me=p lmao=S<br>A: Mish u muj i did and yeh about time u send me stuff without me beggin u for it lmao,ok imma start asking u stuff since ur sleep and im bord =p  Miss me=p lmao=S, Mish u muj i did and yeh about time u send me stuff without me beggin u for it lmao,Zoowill,No,0,,No,0,,No,0,, Mish u muj i did and yeh about time u send me stuff without me beggin u for it lmao
2009,teaachgee,Q: Have you ever ran over a animal? What was your reaction?<br>A: yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha,Have you ever ran over a animal? What was your reaction?, yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha,ChloroformGRL,No,0,,No,0,,No,0,, yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha
2010,kellyblake1,Q: wow im asking some morbid questions tonight..sorry :-( we were talking about a man who wrote poems about dead people based on what was written on their tombstone.. weird stuff..<br>A: Oh yeah? Was that in school? They certainly know how to cheer you guys up ;) lol,wow im asking some morbid questions tonight..sorry :-( we were talking about a man who wrote poems about dead people based on what was written on their tombstone.. weird stuff.., Oh yeah? Was that in school? They certainly know how to cheer you guys up ;) lol,None,No,0,,No,0,,No,0,, Oh yeah? Was that in school? They certainly know how to cheer you guys up ;) lol
2011,zooshay,Q: yeah...what i mean is your voice....ausssies sound awesome...i youtubed it<br>A: lol well I like ur guys american accents mad sexxii =D,yeah...what i mean is your voice....ausssies sound awesome...i youtubed it, lol well I like ur guys american accents mad sexxii =D,Trebla1,No,0,,No,0,,No,0,, lol well I like ur guys american accents mad sexxii =D
2012,teaachgee,Q: What was the last fight you got into?<br>A: Blahhhh,What was the last fight you got into?, Blahhhh,SamsHairTugger,No,0,,No,0,,No,0,, Blahhhh
2013,kellyblake1,Q: dirt or sand?<br>A: Sand :) although I don't really want either lol,dirt or sand?, Sand :) although I don't really want either lol,None,No,0,,No,0,,No,0,, Sand :) although I don't really want either lol
2014,aprilpooh15,Q: If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?<br>A: Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?, Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,None,No,0,,No,0,,No,0,, Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.
2015,h0ttb0i,Q: samee here n twakiin tew dhiss ckutee boyy namedd hottboii mikeyy<br>A: lol o wow yew funny,samee here n twakiin tew dhiss ckutee boyy namedd hottboii mikeyy, lol o wow yew funny,None,No,0,,Yes,0,,No,0,, lol o wow yew funny
2016,avlarios,Q: i taught jillian all she knows<br>A: did u teach her how to destroy a merloc?,i taught jillian all she knows, did u teach her how to destroy a merloc?,nathynwat,No,0,None,Yes,7,how to destroy a merloc?,No,0,, did u teach her how to destroy a merloc?
2017,lauraaatxd,Q: omgg i just remembered that you&apos;re younqer than me ! lol but people say iLook like iBelonq in the 6th grade . im qonna be a freshiee at RMEC ! lol<br>A: lol well good luck<3,omgg i just remembered that you&apos;re younqer than me ! lol but people say iLook like iBelonq in the th grade . im qonna be a freshiee at RMEC ! lol, lol well good luck<3,NialaR,No,0,N/A.,No,0,,No,0,, lol well good luck<3
2018,outlaw9000,Q: What movie is coming out that is a MUST see for you? I&#039;ve seen previews on The Last Air Bender and I&#039;m dying to see it. :D Looks sooo good.<br>A: Ironman 2 and I saw it,What movie is coming out that is a MUST see for you? I&#;ve seen previews on The Last Air Bender and I&#;m dying to see it. :D Looks sooo good., Ironman 2 and I saw it,None,No,0,,No,0,,No,0,, Ironman 2 and I saw it
2019,zooshay,Q: me n gmac go back a couple years :) how long have u known him?<br>A: i know you guys go way back he told me =D iv known him a little while now but feels like forever =D,me n gmac go back a couple years :) how long have u known him?, i know you guys go way back he told me =D iv known him a little while now but feels like forever =D,EnnAyyEnnYou,No,0,,No,0,,No,0,, i know you guys go way back he told me =D iv known him a little while now but feels like forever =D
2020,outlaw9000,Q: Is there a lyric in a song that just makes you go &quot;wow.&quot; if so  what is it? what makes the &#039;wow&#039; factor?<br>A: In the Song : Its a Long Way to the Top   &quot; by Ac / Dc  they say &quot; if you think its hard doing one night stands  trying playing in a rock / roll band &quot; that is FUN ! !  LMAO,Is there a lyric in a song that just makes you go wow. if so  what is it? what makes the &#;wow&#; factor?, In the Song : Its a Long Way to the Top   &quot; by Ac / Dc  they say &quot; if you think its hard doing one night stands  trying playing in a rock / roll band &quot; that is FUN ! !  LMAO,None,No,0,,No,0,,No,0,, In the Song : Its a Long Way to the Top   &quot; by Ac / Dc  they say &quot; if you think its hard doing one night stands  trying playing in a rock / roll band &quot; that is FUN ! !  LMAO
2021,freshswagg21,Q: anytime sir :D<br>A: lol fasho:),anytime sir :D, lol fasho:),UndeadSnowflake,No,0,,No,0,,No,0,, lol fasho:)
2022,zooshay,Q: i hope u get ur mike soon so i can spank u and talk to u at the same time=D<br>A: ill skype u lmao how bout that lmao yeh yeh yeh ill do that today jeez u impatient dont say i dont do nothing for u lmao,i hope u get ur mike soon so i can spank u and talk to u at the same time=D, ill skype u lmao how bout that lmao yeh yeh yeh ill do that today jeez u impatient dont say i dont do nothing for u lmao,Zoowill,No,0,,No,0,,No,0,, ill skype u lmao how bout that lmao yeh yeh yeh ill do that today jeez u impatient dont say i dont do nothing for u lmao
2023,moonbeemashlee,Q: When you drop your phone  Do you get scared it broke? I do >.<<br>A: yea,When you drop your phone  Do you get scared it broke? I do >.<, yea,SpamQueens,No,0,,No,0,,No,0,, yea
2024,outlaw9000,Q: I know it basically differs per individual relationships  but just in general  do you feel a relationship between 2 women  between 2 men  or between 1 of each sex would have the most drama involved? Why?<br>A: 2 women I am Bi  so I have been with other men but Women ?? don't get me started,I know it basically differs per individual relationships  but just in general  do you feel a relationship between  women  between  men  or between  of each sex would have the most drama involved? Why?, 2 women I am Bi  so I have been with other men but Women ?? don't get me started,None,No,0,,No,0,,No,0,, 2 women I am Bi  so I have been with other men but Women ?? don't get me started
2025,teaachgee,Q: i aqree completely aboutt hello kitty !<br>A: Thank you. Nice to know im not alone :) haha,i aqree completely aboutt hello kitty !, Thank you. Nice to know im not alone :) haha,andilove,No,0,,No,0,,No,0,, Thank you. Nice to know im not alone :) haha
2026,dearalexiis,Q: helloo bestfriend <$<br>A: heyy besttfriend !(:,helloo bestfriend <$, heyy besttfriend !(:,TheRealJnasty,No,0,,No,0,,No,0,, heyy besttfriend !(:
2027,avlarios,Q: How sexy is Sam Pham anyways?<br>A: super sexy,How sexy is Sam Pham anyways?, super sexy,None,No,0,,No,0,,No,0,, super sexy
2028,tabithalocascio,Q: no  i mean LIKE LIKE<br>A: haha okay.r we are friends.,no  i mean LIKE LIKE, haha okay.r we are friends.,None,No,0,,No,None,None,No,0,, haha okay.r we are friends.
2029,zooshay,Q: I&apos;ll finish spamming you all later have a great day thou bye:)<br>A: thank you ill reture the favour when i answer the rest of my spam from 2 days ago =D,I&apos;ll finish spamming you all later have a great day thou bye:), thank you ill reture the favour when i answer the rest of my spam from 2 days ago =D,ElleJayAmora,No,0,,No,0,N/A.,No,0,, thank you ill reture the favour when i answer the rest of my spam from 2 days ago =D
2030,maurice28,Q: Wnt to be my BFF?<br>A: i like to know new people LOL,Wnt to be my BFF?, i like to know new people LOL,None,No,0,,No,0,,No,0,, i like to know new people LOL
2031,dearalexiis,Q: Were do yew stay at?<br>A: in some house in Riverside  California; come &amp;stalk me(;,Were do yew stay at?, in some house in Riverside  California; come &amp;stalk me(;,None,No,0,,No,0,,Yes,6,come and stalk me., in some house in Riverside  California; come &amp;stalk me(;
2032,maurice28,Q: If you had one day alone on earth what would you do ?<br>A: stole stuff :D and go to live in L.A.,If you had one day alone on earth what would you do ?, stole stuff :D and go to live in L.A.,MarinaBelle,No,0,,No,0,,No,0,, stole stuff :D and go to live in L.A.
2033,teaachgee,Q: Are you stubborn?<br>A: very much so when it comes to things i believe in or think i should stand up for..,Are you stubborn?, very much so when it comes to things i believe in or think i should stand up for..,SamsHairTugger,No,0,,No,0,,No,0,, very much so when it comes to things i believe in or think i should stand up for..
2034,teaachgee,Q: Have you ever been to Jamaica?<br>A: no but i wanna,Have you ever been to Jamaica?, no but i wanna,SamsHairTugger,No,0,,No,0,,No,0,, no but i wanna
2035,teaachgee,Q: What&#039;s the most recent movie you&#039;ve seen in theaters?<br>A: in theaters....SHUTTER ISLAND,What&#;s the most recent movie you&#;ve seen in theaters?, in theaters....SHUTTER ISLAND,SamsHairTugger,No,0,,No,0,,No,0,, in theaters....SHUTTER ISLAND
2036,lauraaatxd,Q: beach with the Blonde how about Thursday? :)<br>A: idk i think the zoo with jerryka and then the movies with tony,beach with the Blonde how about Thursday? :), idk i think the zoo with jerryka and then the movies with tony,Ashl3eyy,No,0,,No,0,,No,0,, idk i think the zoo with jerryka and then the movies with tony
2037,outlaw9000,Q: Choose one: Little Rascals or The Three Stooges.<br>A: little Rascals very funny,Choose one: Little Rascals or The Three Stooges., little Rascals very funny,None,No,0,,No,0,,No,0,, little Rascals very funny
2038,avlarios,Q: hahah do you reallly wanna know? are you that curious? i would be too im extremely curious about everything.<br>A: yeaaa  tell me fool!,hahah do you reallly wanna know? are you that curious? i would be too im extremely curious about everything., yeaaa  tell me fool!,None,No,0,,No,0,None,No,0,, yeaaa  tell me fool!
2039,zooshay,Q: how come you posted obsessed by mariah carey on my page?<br>A: lmao i posted it on err ones page lmao i was listening to it at the time and tought it was a cool song so yeh =DD,how come you posted obsessed by mariah carey on my page?, lmao i posted it on err ones page lmao i was listening to it at the time and tought it was a cool song so yeh =DD,EnnAyyEnnYou,No,0,,No,0,,No,0,, lmao i posted it on err ones page lmao i was listening to it at the time and tought it was a cool song so yeh =DD
2040,avlarios,Q: YOU ARE.<br>A: Get back muhfucka  ya'dun know me like that!,YOU ARE., Get back muhfucka  ya'dun know me like that!,yarravii,No,0,,Yes,4,Get back muhfucka ya'dun know me like that!,Yes,3,YOU ARE. Get back muhfucka..., Get back muhfucka  ya'dun know me like that!
2041,teaachgee,Q: do you like cats?<br>A: Nope. Not a cat person.,do you like cats?, Nope. Not a cat person.,arianaisabeast,No,0,,No,0,,No,0,, Nope. Not a cat person.
2042,outlaw9000,Q: Who are you entirely too nice to?<br>A: My Daughter,Who are you entirely too nice to?, My Daughter,None,No,0,,No,0,,No,0,, My Daughter
2043,outlaw9000,Q: What about truths?<br>A: same age I suspect. So truth... spit or swallow ?? LOL,What about truths?, same age I suspect. So truth... spit or swallow ?? LOL,None,No,0,,No,0,None,No,0,, same age I suspect. So truth... spit or swallow ?? LOL
2044,dearalexiis,Q: U r soooooooooooooooooooo pretty Alexis<3 y r u so nice???????<br>A: Thnksss.!! Umm thass juss how I do it(:!,U r soooooooooooooooooooo pretty Alexis< y r u so nice???????, Thnksss.!! Umm thass juss how I do it(:!,None,No,0,,No,0,,No,0,, Thnksss.!! Umm thass juss how I do it(:!
2045,teaachgee,Q: Sonic or McDonald&#039;s?<br>A: sonic,Sonic or McDonald&#;s?, sonic,SamsHairTugger,No,0,,No,0,,No,0,, sonic
2046,acaciiaaa,Q: Are you crippled?<br>A: Dont Think Soo :),Are you crippled?, Dont Think Soo :),None,No,0,,No,0,,No,0,, Dont Think Soo :)
2047,zooshay,Q: If you were a boy do you think you would be attractive and have any kind of swag?<br>A: id be a sexxii cali swag kinda guy lol,If you were a boy do you think you would be attractive and have any kind of swag?, id be a sexxii cali swag kinda guy lol,DidUMissMe,No,0,,No,0,,No,0,, id be a sexxii cali swag kinda guy lol
2048,zooshay,Q: Can beauty out do glamour?<br>A: Beauty within :P,Can beauty out do glamour?, Beauty within :P,gabeparham,No,0,,No,0,,No,0,, Beauty within :P
2049,outlaw9000,Q: Woot! You&#039;ve now got the ability to speak any language you so choose to fluently. What language is it?<br>A: Spanish,Woot! You&#;ve now got the ability to speak any language you so choose to fluently. What language is it?, Spanish,None,No,0,,No,0,,No,0,, Spanish
2050,xxrachxx,Q: are you raging homosexaul like sam carraige? (please say no)!!<br>A: no haha =],are you raging homosexaul like sam carraige? (please say no)!!, no haha =],None,No,0,,No,1,raging homosexaul,No,0,, no haha =]
2051,zooshay,Q: if while u were sleeping- u woke up n felt someone rubbing ur feet-then they moved up beside u- and started breathing really heavy-they were sitting beside ur bed-what wud u do? what u think? please explain!<br>A: I'd say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe,if while u were sleeping- u woke up n felt someone rubbing ur feet-then they moved up beside u- and started breathing really heavy-they were sitting beside ur bed-what wud u do? what u think? please explain!, I'd say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe,blondprincess,No,0,,No,0,no,No,0,, I'd say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe
